focus_area,cluster,umap_x,umap_y,specialty
hereditary elliptocytosis,8,5.7972355,0.9059245,General Medicine & Common Conditions
chromosome 14q deletion,1,3.4276714,-0.43358663,Genetic & Rare Diseases
familial hyperaldosteronism type iii,1,3.3467762,-0.4559975,Genetic & Rare Diseases
florid cemento-osseous dysplasia,8,4.8451705,0.15363123,General Medicine & Common Conditions
apert syndrome,1,3.3400404,-0.4059997,Genetic & Rare Diseases
"coxa vara, congenital",1,3.3303623,-0.40998983,Genetic & Rare Diseases
buschke lowenstein tumor,1,3.841308,-0.28146812,Genetic & Rare Diseases
spondyloepimetaphyseal dysplasia shohat type,8,5.735812,0.9206278,General Medicine & Common Conditions
noonan syndrome 4,4,6.478547,6.55567,Genetic & Rare Diseases
pagod syndrome,1,3.3440235,-0.41928676,Genetic & Rare Diseases
hepatic venoocclusive disease with immunodeficiency,5,4.8182735,2.7294767,Nephrology & Rheumatology
"pheochromocytoma, childhood",1,3.3231187,-0.4507423,Genetic & Rare Diseases
charcot-marie-tooth disease type 2b2,1,3.3175805,-0.4108292,Genetic & Rare Diseases
hypermanganesemia with dystonia polycythemia and cirrhosis,9,6.5516253,8.328774,Genetic & Rare Diseases
acromesomelic dysplasia,1,3.3620586,-0.43585202,Genetic & Rare Diseases
infantile parkinsonism-dystonia,1,3.409668,0.60352427,Genetic & Rare Diseases
pierson syndrome,10,7.1661654,6.47758,Pediatrics & Developmental Disorders
empty sella syndrome,1,3.4118094,-0.38705716,Genetic & Rare Diseases
achondroplasia and severe combined immunodeficiency,15,7.08343,0.1930083,Metabolic & Kidney Disorders
gardner-diamond syndrome,1,3.3303027,-0.32714063,Genetic & Rare Diseases
achondrogenesis type 2,1,3.315088,-0.44551125,Genetic & Rare Diseases
pearson syndrome,12,2.4628537,2.0424871,Immunology & Hematology
multiple pterygium syndrome escobar type,6,2.656688,6.9679623,Neurology & Autonomic Disorders
tetrasomy x,15,3.0374267,5.6249213,Metabolic & Kidney Disorders
"pancreatic cancer, childhood",3,7.7543144,6.2062035,General Medicine & Mixed Conditions
radio renal syndrome,10,7.82607,6.341481,Pediatrics & Developmental Disorders
madelung disease,12,2.631831,1.8371555,Immunology & Hematology
bangstad syndrome,1,3.3413532,-0.4101183,Genetic & Rare Diseases
fetal hydantoin syndrome,16,5.843255,4.04338,Gastroenterology & Infectious Diseases
hereditary hemorrhagic telangiectasia type 4,1,3.4201553,-0.4236775,Genetic & Rare Diseases
radio-ulnar synostosis type 2,1,3.3531818,-0.39695805,Genetic & Rare Diseases
microcephaly deafness syndrome,15,4.7832723,4.0411325,Metabolic & Kidney Disorders
brca1 hereditary breast and ovarian cancer syndrome,1,3.3723075,-0.37251508,Genetic & Rare Diseases
logopenic progressive aphasia,9,3.128974,7.3218904,Genetic & Rare Diseases
baraitser-winter syndrome,1,3.5903974,0.19562176,Genetic & Rare Diseases
sakati syndrome,1,3.8514607,0.77856934,Genetic & Rare Diseases
omenn syndrome,15,5.564984,3.9132392,Metabolic & Kidney Disorders
"maturity-onset diabetes of the young, type 6",3,7.310049,5.4863777,General Medicine & Mixed Conditions
albright's hereditary osteodystrophy,14,8.983547,4.456421,Miscellaneous & Ethics
moyamoya disease,0,3.682557,3.4633405,Genetic & Rare Diseases
hypertryptophanemia,10,5.1150227,6.4178286,Pediatrics & Developmental Disorders
amelogenesis imperfecta nephrocalcinosis,3,5.5621552,2.8911927,General Medicine & Mixed Conditions
charcot-marie-tooth disease type 2b,9,7.073408,7.1468406,Genetic & Rare Diseases
cataract microcornea syndrome,4,6.982894,6.5959244,Genetic & Rare Diseases
"alaninuria with microcephaly, dwarfism, enamel hypoplasia and diabetes mellitus",9,7.80242,4.907765,Genetic & Rare Diseases
preaxial polydactyly type 2,8,6.9891686,0.24585128,General Medicine & Common Conditions
lennox-gastaut syndrome,2,0.42498106,4.1957583,Neurology & Neuromuscular Disorders
hypertelorism and tetralogy of fallot,13,-0.46925658,4.844053,Infectious Diseases & Oncology
charcot-marie-tooth disease type 2d,6,3.1334329,4.8102236,Neurology & Autonomic Disorders
melioidosis,8,6.48169,-0.2087941,General Medicine & Common Conditions
"deafness, autosomal recessive 51",10,6.4526668,8.333973,Pediatrics & Developmental Disorders
"mental retardation, x-linked, nonspecific",15,4.247575,5.6077657,Metabolic & Kidney Disorders
landau-kleffner syndrome,8,5.866201,0.91911584,General Medicine & Common Conditions
griscelli syndrome type 3,8,6.364771,0.22217612,General Medicine & Common Conditions
dystonia 18,7,2.4248526,2.96851,Genetic & Rare Diseases
thymic-renal-anal-lung dysplasia,5,4.8902793,4.1956644,Nephrology & Rheumatology
joubert syndrome with oculorenal anomalies,9,5.5714,2.0466752,Genetic & Rare Diseases
norrie disease,16,7.1107492,7.0286255,Gastroenterology & Infectious Diseases
visceral steatosis,3,4.117467,6.0045776,General Medicine & Mixed Conditions
trichodental syndrome,10,5.9137735,7.1574984,Pediatrics & Developmental Disorders
severe congenital neutropenia autosomal dominant,10,5.100231,7.1598077,Pediatrics & Developmental Disorders
shapiro syndrome,2,2.6727066,7.818432,Neurology & Neuromuscular Disorders
floating-harbor syndrome,8,6.67269,0.60476655,General Medicine & Common Conditions
autosomal recessive hyper ige syndrome,14,8.678685,4.6671715,Miscellaneous & Ethics
severe achondroplasia with developmental delay and acanthosis nigricans,15,3.7869132,4.734842,Metabolic & Kidney Disorders
calciphylaxis,8,6.2021894,0.6162019,General Medicine & Common Conditions
acrodysplasia scoliosis,8,6.7442946,0.143702,General Medicine & Common Conditions
myxopapillary ependymoma,2,-0.41931176,4.6695414,Neurology & Neuromuscular Disorders
"copper deficiency, familial benign",15,4.9378133,6.2018876,Metabolic & Kidney Disorders
frank ter haar syndrome,1,4.8169737,0.18346025,Genetic & Rare Diseases
isovaleric acidemia,9,2.9332206,6.2126784,Genetic & Rare Diseases
deafness with labyrinthine aplasia microtia and microdontia (lamm),8,4.9499583,0.07947605,General Medicine & Common Conditions
toxocariasis,10,6.1432576,7.1500206,Pediatrics & Developmental Disorders
tracheal agenesis,3,7.368271,7.7281895,General Medicine & Mixed Conditions
cogan-reese syndrome,3,5.699995,3.5418324,General Medicine & Mixed Conditions
tarsal carpal coalition syndrome,10,7.0168753,6.46469,Pediatrics & Developmental Disorders
sclerosing mesenteritis,10,5.16236,6.9664454,Pediatrics & Developmental Disorders
dehydrated hereditary stomatocytosis,15,5.110959,4.771344,Metabolic & Kidney Disorders
"mental retardation-hypotonic facies syndrome x-linked, 1",3,7.425315,5.0679245,General Medicine & Mixed Conditions
normophosphatemic familial tumoral calcinosis,2,3.6030838,7.2811413,Neurology & Neuromuscular Disorders
hair-an syndrome,8,5.5380745,0.2507135,General Medicine & Common Conditions
epilepsy progressive myoclonic type 3,0,1.6825322,4.4434566,Genetic & Rare Diseases
pcdh19-related female-limited epilepsy,8,5.6079965,0.63983136,General Medicine & Common Conditions
neurofibroma,3,6.6121483,4.659346,General Medicine & Mixed Conditions
reardon wilson cavanagh syndrome,8,5.756222,1.0911642,General Medicine & Common Conditions
dandy-walker like malformation with atrioventricular septal defect,7,2.303238,2.9476733,Genetic & Rare Diseases
optic atrophy 5,1,1.1005763,1.93839,Genetic & Rare Diseases
hellp syndrome,8,5.6549478,0.98176616,General Medicine & Common Conditions
trismus-pseudocamptodactyly syndrome,10,2.3230035,5.6420784,Pediatrics & Developmental Disorders
porphyria cutanea tarda,9,6.1267047,7.739936,Genetic & Rare Diseases
hidradenocarcinoma,2,2.834255,7.498311,Neurology & Neuromuscular Disorders
olivopontocerebellar atrophy deafness,8,6.2563787,1.5122651,General Medicine & Common Conditions
homocystinuria,15,4.2967873,5.2535605,Metabolic & Kidney Disorders
lafora disease,10,4.534761,7.304267,Pediatrics & Developmental Disorders
cone-rod dystrophy x-linked 2,0,0.45987713,3.507747,Genetic & Rare Diseases
pilocytic astrocytoma,9,6.6767087,7.0991044,Genetic & Rare Diseases
pulmonary alveolar proteinosis acquired,16,6.4269266,6.5735836,Gastroenterology & Infectious Diseases
q fever,15,4.582076,5.0281773,Metabolic & Kidney Disorders
neonatal hemochromatosis,10,4.7222867,3.9823563,Pediatrics & Developmental Disorders
dihydropyrimidine dehydrogenase deficiency,14,8.867571,4.5508738,Miscellaneous & Ethics
"bile acid synthesis defect, congenital, 4",12,2.3694,3.775646,Immunology & Hematology
osteopetrosis autosomal dominant type 2,8,6.61468,0.88636607,General Medicine & Common Conditions
x-linked charcot-marie-tooth disease type 4,3,5.5079923,2.8891413,General Medicine & Mixed Conditions
choroideremia,5,4.569764,3.0844119,Nephrology & Rheumatology
achard syndrome,8,6.1572585,0.6914248,General Medicine & Common Conditions
geroderma osteodysplastica,0,7.0448136,4.394904,Genetic & Rare Diseases
juvenile huntington disease,0,2.4916062,2.8893478,Genetic & Rare Diseases
immunodeficiency without anhidrotic ectodermal dysplasia,1,4.107959,1.7965285,Genetic & Rare Diseases
chromosome 7q deletion,11,1.0751736,5.3579893,Neurology & Movement Disorders
spina bifida occulta,8,6.154803,1.3928102,General Medicine & Common Conditions
abdominal aortic aneurysm,11,4.6668,6.8587565,Neurology & Movement Disorders
"thumb deformity, alopecia, pigmentation anomaly",1,5.007979,-0.25081632,Genetic & Rare Diseases
multiple endocrine neoplasia type 2a,16,5.912723,4.0175424,Gastroenterology & Infectious Diseases
cardiofaciocutaneous syndrome,1,6.4709353,-0.1804884,Genetic & Rare Diseases
lupus nephritis,5,3.3137708,3.4416552,Nephrology & Rheumatology
glomus tympanicum tumor,3,7.282921,3.9946964,General Medicine & Mixed Conditions
ectrodactyly and ectodermal dysplasia without cleft lip/palate,3,3.6191273,1.3951335,General Medicine & Mixed Conditions
polycystic liver disease,10,1.5036693,4.479465,Pediatrics & Developmental Disorders
acquired hemophilia a,0,5.8236423,2.0354939,Genetic & Rare Diseases
carcinoid syndrome,17,-0.6214868,6.4481025,Neurology & Genetic Disorders
laurence prosser rocker syndrome,12,2.3852255,2.070713,Immunology & Hematology
mondini dysplasia,12,2.5779388,3.1243398,Immunology & Hematology
yorifuji okuno syndrome,0,3.2999976,3.222258,Genetic & Rare Diseases
15q13.3 microdeletion syndrome,15,4.0408382,3.3727636,Metabolic & Kidney Disorders
dermatomyositis,15,4.108693,5.2469196,Metabolic & Kidney Disorders
ebstein's anomaly,3,5.4781427,3.311417,General Medicine & Mixed Conditions
van regemorter pierquin vamos syndrome,5,5.947498,1.4571663,Nephrology & Rheumatology
pyruvate decarboxylase deficiency,1,6.1831074,-0.050961316,Genetic & Rare Diseases
congenital torticollis,15,3.8314152,4.4931345,Metabolic & Kidney Disorders
hodgkin lymphoma,1,5.680739,0.3588451,Genetic & Rare Diseases
"polyglucosan body disease, adult",11,1.6153868,5.832764,Neurology & Movement Disorders
intervertebral disc disease,12,2.619922,3.3088493,Immunology & Hematology
brachyolmia,11,3.3595042,2.197364,Neurology & Movement Disorders
fowler's syndrome,17,-0.21772961,3.2034807,Neurology & Genetic Disorders
catamenial pneumothorax,1,4.1713405,1.2675673,Genetic & Rare Diseases
"paget disease of bone, familial",3,3.607501,1.3845184,General Medicine & Mixed Conditions
brachydactyly type a5,8,4.7561946,0.59645396,General Medicine & Common Conditions
hereditary cerebral hemorrhage with amyloidosis,8,6.0710278,0.15628877,General Medicine & Common Conditions
diffuse idiopathic skeletal hyperostosis,8,6.512926,1.2784503,General Medicine & Common Conditions
nuclear gene-encoded leigh syndrome,9,4.27946,4.892934,Genetic & Rare Diseases
metaphyseal chondrodysplasia spahr type,16,6.6538224,3.8875592,Gastroenterology & Infectious Diseases
dandy-walker cyst with renal-hepatic-pancreatic dysplasia,0,2.627799,5.720395,Genetic & Rare Diseases
cor triatriatum,1,6.474717,-0.2055355,Genetic & Rare Diseases
chondrocalcinosis 2,13,-0.35677606,4.730741,Infectious Diseases & Oncology
hirschsprung disease type d brachydactyly,12,2.3463721,3.7525568,Immunology & Hematology
raine syndrome,1,3.5975354,1.7067562,Genetic & Rare Diseases
sturge-weber syndrome,17,1.614817,5.8802257,Neurology & Genetic Disorders
rhizomelic dysplasia patterson lowry type,1,0.73469454,3.7793214,Genetic & Rare Diseases
progeria,10,4.995377,6.958735,Pediatrics & Developmental Disorders
"faciomandibular myoclonus, nocturnal",13,-0.17665794,4.581581,Infectious Diseases & Oncology
peyronie disease,17,1.2469455,4.2805257,Neurology & Genetic Disorders
spastic paraplegia 18,2,4.9588776,0.04347011,Neurology & Neuromuscular Disorders
hereditary congenital facial paresis,10,3.4085517,6.275725,Pediatrics & Developmental Disorders
bethlem myopathy,16,6.6114283,3.7693996,Gastroenterology & Infectious Diseases
emanuel syndrome,12,2.5861182,1.8423878,Immunology & Hematology
"cataract, autosomal recessive congenital 2",16,3.9547133,6.3346024,Gastroenterology & Infectious Diseases
immunoglobulin a deficiency 2,9,6.110552,2.4745588,Genetic & Rare Diseases
juvenile myoclonic epilepsy,8,6.0617976,0.2789326,General Medicine & Common Conditions
hansen's disease,2,5.3383985,6.138248,Neurology & Neuromuscular Disorders
pineocytoma,1,3.7384486,-0.00032891778,Genetic & Rare Diseases
encephalocele,0,1.892869,5.8632884,Genetic & Rare Diseases
"deafness, autosomal dominant nonsyndromic sensorineural 23",7,2.966471,5.6197076,Genetic & Rare Diseases
transposition of the great arteries,11,4.1870112,2.6143258,Neurology & Movement Disorders
ornithine transcarbamylase deficiency,5,5.1619987,3.618433,Nephrology & Rheumatology
hydatidiform mole,8,5.9365125,0.97747755,General Medicine & Common Conditions
achondroplasia,11,4.1071033,2.0438056,Neurology & Movement Disorders
book syndrome,16,4.647281,6.783837,Gastroenterology & Infectious Diseases
anauxetic dysplasia,8,5.653737,0.9036711,General Medicine & Common Conditions
small patella syndrome,11,3.9244943,2.3534107,Neurology & Movement Disorders
mecp2 duplication syndrome,0,1.4678016,3.013796,Genetic & Rare Diseases
oral submucous fibrosis,2,3.5812228,7.415383,Neurology & Neuromuscular Disorders
sertoli cell-only syndrome,6,3.1870909,4.767776,Neurology & Autonomic Disorders
early infantile epileptic encephalopathy 25,5,4.095865,1.8241405,Nephrology & Rheumatology
twin twin transfusion syndrome,9,3.2181988,6.463652,Genetic & Rare Diseases
chondrodysplasia punctata 2 x-linked dominant,2,-0.20891583,6.704124,Neurology & Neuromuscular Disorders
chang davidson carlson syndrome,1,4.1334987,1.3607631,Genetic & Rare Diseases
dyssynergia cerebellaris myoclonica,11,1.3026208,6.8625565,Neurology & Movement Disorders
cicatricial pemphigoid,8,5.082772,0.7843425,General Medicine & Common Conditions
camptobrachydactyly,10,4.9500837,7.147478,Pediatrics & Developmental Disorders
virus associated hemophagocytic syndrome,13,0.8323454,5.402569,Infectious Diseases & Oncology
oculo-cerebral dysplasia,2,3.7804332,7.3415747,Neurology & Neuromuscular Disorders
sialidosis type i,3,3.6253428,1.9941142,General Medicine & Mixed Conditions
laryngeal cleft,12,2.5646522,2.1910427,Immunology & Hematology
iminoglycinuria,0,3.9498916,3.5955935,Genetic & Rare Diseases
ataxia with oculomotor apraxia type 2,11,4.0221953,2.1482904,Neurology & Movement Disorders
olivopontocerebellar atrophy,0,1.4856979,4.477355,Genetic & Rare Diseases
"cervical ribs, sprengel anomaly, anal atresia, and urethral obstruction",8,6.911694,0.62402856,General Medicine & Common Conditions
brown syndrome,3,7.3332605,5.2365403,General Medicine & Mixed Conditions
barber say syndrome,8,6.7853794,0.4357382,General Medicine & Common Conditions
keratosis follicularis spinulosa decalvans,12,3.1242342,3.1828396,Immunology & Hematology
"limb-girdle muscular dystrophy, type 2c",0,2.8516223,3.6802633,Genetic & Rare Diseases
non 24 hour sleep wake disorder,0,2.8667948,5.2883716,Genetic & Rare Diseases
erythromelalgia,6,2.9367204,3.9546487,Neurology & Autonomic Disorders
gigantomastia,3,3.6476982,2.6986158,General Medicine & Mixed Conditions
pili torti,3,3.4935396,1.3148372,General Medicine & Mixed Conditions
pyknoachondrogenesis,8,6.075651,0.15487514,General Medicine & Common Conditions
thrombocytopenia with elevated serum iga and renal disease,10,6.6891875,6.680509,Pediatrics & Developmental Disorders
merlob grunebaum reisner syndrome,8,6.4675803,1.167157,General Medicine & Common Conditions
dendritic cell tumor,9,5.9677315,8.230959,Genetic & Rare Diseases
medullary cystic kidney disease,8,5.2703414,1.4101068,General Medicine & Common Conditions
pterygium colli mental retardation digital anomalies,0,3.7393882,1.8417966,Genetic & Rare Diseases
x-linked lymphoproliferative syndrome,8,5.344417,1.3161522,General Medicine & Common Conditions
ambras syndrome,12,2.1944392,1.7196821,Immunology & Hematology
ataxia - hypogonadism - choroidal dystrophy,15,2.904026,3.9829454,Metabolic & Kidney Disorders
