focus_area,cluster,umap_x,umap_y
spinal muscular atrophy with respiratory distress 1,0,2.7809458,2.982493
glutaric acidemia type ii,3,3.6225674,1.4850278
neurofibromatosis type 1,8,6.4779153,0.37222403
lichen sclerosus,15,4.4807744,4.1053324
"severe immunodeficiency, autosomal recessive, t-cell negative, b-cell negative, nk cell-positive",11,3.6579323,2.108352
spastic paraplegia 15,10,5.194802,6.937296
"ossicular malformations, familial",15,5.3620534,4.488149
spinocerebellar ataxia autosomal recessive 8,1,6.1176763,-0.00686121
vipoma,1,3.8642714,0.47711918
laurin-sandrow syndrome,0,2.9107082,4.0927725
pseudohypoparathyroidism type 1c,11,4.3017526,3.9760861
vohwinkel syndrome,11,1.2496839,6.8875766
plasmablastic lymphoma,11,1.3647184,6.825613
blepharoptosis myopia ectopia lentis,12,3.0489905,2.7801378
familial dermographism,6,0.5836496,5.5059633
oculoectodermal syndrome,9,7.207577,7.7899156
adult-onset still's disease,8,6.292799,1.3599756
menetrier disease,3,3.7059278,1.4002467
"salivary gland cancer, adult",10,5.010948,7.3844337
myofibrillar myopathy,11,3.7961614,2.1764
"hypertrichosis lanuginosa, acquired",8,6.5682316,-0.15177532
kohlschutter tonz syndrome,2,3.6446476,7.272225
cataract and cardiomyopathy,11,3.7743602,1.9630749
angelman syndrome,0,1.6965728,5.610598
prieto x-linked mental retardation syndrome,8,5.973343,0.7953652
okamoto syndrome,1,3.8244882,1.094165
hemolytic uremic syndrome,0,2.0239584,3.8645754
hypothalamic dysfunction,1,4.3115125,-0.04417897
hyperlipidemia type 3,10,7.168445,6.9955873
microscopic polyangiitis,8,6.2889743,0.75140566
burn-mckeown syndrome,0,3.27091,3.345761
partial atrioventricular canal,0,2.8644958,3.5215864
microsomia hemifacial radial defects,15,4.2750063,4.4576697
persistent genital arousal disorder,15,3.9860466,4.112353
hydrocephalus obesity hypogonadism,1,3.656566,1.7518227
holt-oram syndrome,3,5.7341933,3.535988
costocoracoid ligament congenitally short,9,6.20322,7.8147345
cap myopathy,12,2.4731195,2.2418146
cone-rod dystrophy 6,0,2.7486672,2.9761221
absent patella,11,4.607529,7.455783
sener syndrome,1,3.7033978,1.2917533
combined oxidative phosphorylation deficiency 16,0,3.4288676,2.9825838
macrocephaly mesodermal hamartoma spectrum,3,3.6465068,3.2016032
hermansky-pudlak syndrome,0,1.9225976,2.5960183
"scapuloperoneal syndrome, neurogenic, kaeser type",8,5.8563104,-0.18060693
leopard syndrome,3,5.337976,2.8413508
progressive bulbar palsy,6,3.2410796,4.3152356
pigment-dispersion syndrome,3,5.706244,4.127138
noonan-like syndrome with loose anagen hair,0,2.8420784,2.205524
porokeratosis of mibelli,12,2.7840917,2.5474823
hartnup disease,15,5.3380327,4.2759905
"male pseudohermaphroditism intellectual disability syndrome, verloes type",8,7.1233425,0.7573189
bilateral generalized polymicrogyria,0,2.6960166,3.7667317
multisystemic smooth muscle dysfunction syndrome,16,6.6701255,3.8516252
osteopetrosis autosomal dominant type 1,12,5.1863256,1.4740524
"welander distal myopathy, swedish type",8,5.650964,0.70114636
idiopathic cd4 positive t-lymphocytopenia,9,3.8762846,6.0734315
charcot-marie-tooth disease type 2h,12,5.2904797,2.6280873
pityriasis rubra pilaris,0,5.404427,0.30717206
cardiomyopathy dilated with woolly hair and keratoderma,8,5.6999435,-0.24449752
hemangioendothelioma,8,5.8688807,0.59736097
spastic paraplegia neuropathy poikiloderma,11,3.701358,2.8211505
"immotile cilia syndrome, due to defective radial spokes",0,5.1926055,1.047439
"hemangiomatosis, familial pulmonary capillary",8,6.5257587,1.2131182
retroperitoneal fibrosis,1,4.3704505,0.9179408
"ichthyosis, acquired",12,3.2511337,2.356166
infantile axonal neuropathy,12,2.9042044,3.6784601
punctate inner choroidopathy,8,6.1218424,-0.27539334
dopamine beta hydroxylase deficiency,8,6.2205544,1.1298381
light chain deposition disease,2,2.6413965,7.677701
gestational trophoblastic tumor,11,3.7476523,2.2001698
friedreich ataxia,12,5.8351374,1.5563666
chylomicron retention disease,11,6.9448414,6.573386
coasy protein-associated neurodegeneration,12,2.7082086,2.427939
aicardi-goutieres syndrome type 3,13,0.65409184,5.4531236
"tuberous sclerosis, type 2",3,4.492316,2.6170213
fallopian tube cancer,12,3.3353522,2.2189467
progressive supranuclear palsy atypical,7,1.5748287,1.1609281
radial ray hypoplasia choanal atresia,0,6.2676306,0.24265699
fukuyama type muscular dystrophy,3,7.3696737,7.7216372
adenylosuccinase deficiency,12,2.3570962,1.8520315
hypokalemic periodic paralysis,0,3.968188,3.7682457
mitochondrial membrane protein-associated neurodegeneration,10,8.077698,5.9437737
limb-girdle muscular dystrophy type 2e,12,5.4675183,0.9193709
spastic paraplegia 51,1,5.7225866,-0.0016172278
herpes zoster oticus,8,6.4698563,0.26439822
benign familial neonatal-infantile seizures,8,6.516911,0.46287197
lipoid proteinosis of urbach and wiethe,1,3.7111783,1.2609886
achondroplasia and swiss type agammaglobulinemia,8,7.125279,0.74481815
sialadenitis,1,3.7451704,1.216366
dystonia 1,16,5.0433507,4.1071105
congenital porphyria,12,3.1103125,2.3214366
acroosteolysis dominant type,4,6.177685,3.8153694
chromosome 12q deletion,12,3.6666539,2.9646504
pulmonary arterial hypertension,12,3.5914643,2.6164346
"periodic fever, aphthous stomatitis, pharyngitis and adenitis",3,6.271015,5.2992396
x-linked dominant scapuloperoneal myopathy,12,2.600227,2.3148363
"ichthyosis hystrix, curth macklin type",13,0.76649743,5.462077
tularemia,8,5.1307425,0.006311956
osteogenesis imperfecta levin type,0,3.5856593,3.4744182
valinemia,2,3.185621,7.588827
porencephaly,0,2.7993414,6.6738696
lethal chondrodysplasia moerman type,3,5.452481,2.852396
doyne honeycomb retinal dystrophy,0,4.9638157,1.8056525
familial joint instability syndrome,12,1.9953874,2.4506295
3 alpha methylcrotonyl-coa carboxylase 2 deficiency,8,5.482606,1.4753082
osteopetrosis autosomal recessive 7,12,3.549948,2.0122516
"dystonia 2, torsion, autosomal recessive",3,7.368081,7.725574
yemenite deaf-blind hypopigmentation syndrome,12,2.3262272,2.0881069
branchial arch syndrome x-linked,1,5.411811,-0.2872704
spastic paraplegia 11,15,3.7347975,4.24108
epilepsy juvenile absence,0,3.9488103,3.481712
spastic paraplegia 19,3,3.7710958,2.9008334
tetralogy of fallot and glaucoma,3,3.5702925,3.0591035
episodic ataxia with nystagmus,11,3.9791503,2.4885674
kowarski syndrome,15,3.7450898,4.671885
"maturity-onset diabetes of the young, type 8",12,2.282565,2.2109745
lymphedema-distichiasis syndrome,12,4.7185197,1.2045768
corneal endothelial dystrophy type 2,6,2.4854133,4.3501534
juvenile temporal arteritis,0,3.730411,3.561835
patterned dystrophy of retinal pigment epithelium,9,3.0435743,5.733972
bardet-biedl syndrome 9,15,3.672478,4.366818
branchiooculofacial syndrome,1,3.462722,0.82331073
"ehlers-danlos syndrome, kyphoscoliosis type",0,3.5597239,3.3255517
brachydactyly type a1,15,4.0312486,3.6148891
linear porokeratosis,8,5.335383,1.0374264
cheilitis glandularis,1,4.947687,-0.20550509
"myelocytic leukemia-like syndrome, familial, chronic",0,2.4590063,2.8619418
intravenous leiomyomatosis,3,5.284262,3.6088624
absence of tibia,8,5.7884974,0.57053727
"chondrodysplasia, grebe type",12,5.5497694,1.294878
familial hdl deficiency,11,4.8859177,-0.038289007
parkinson disease type 9,7,2.1814384,5.3876305
maternally inherited diabetes and deafness,0,2.8884692,4.0791454
intestinal pseudoobstruction neuronal chronic idiopathic x-linked,15,3.7212055,4.6260605
optic neuritis,12,2.408963,2.8402708
"mitral valve prolapse, familial, x-linked",8,6.295212,1.0685654
protein c deficiency,5,6.2314425,2.9094884
"rhizomelic dysplasia, scoliosis, and retinitis pigmentosa",15,3.66691,4.562761
1q44 microdeletion syndrome,3,3.7931237,2.9953084
leukodystrophy,9,4.3163123,3.2323017
nephrosis deafness urinary tract digital malformation,8,5.0024343,0.7141825
acromesomelic dysplasia hunter thompson type,11,4.2443805,2.9300132
snyder-robinson syndrome,12,2.487161,2.2297883
tibia absent polydactyly arachnoid cyst,12,7.6263614,0.31534863
pars planitis,12,3.3787768,2.3586423
lipidosis with triglycerid storage disease,11,6.8874583,6.5484524
duane syndrome type 3,11,2.9131508,2.1271176
spinocerebellar ataxia 13,4,6.61527,3.292671
nocardiosis,15,2.4820504,4.3083606
macrocephaly-capillary malformation,13,0.6251895,5.4371204
mandibuloacral dysplasia,13,0.24425875,5.0500703
peptidic growth factors deficiency,17,-0.36521578,6.3901143
wilson-turner syndrome,8,5.86005,0.48285934
hairy tongue,11,4.521367,1.9065936
osteopetrosis autosomal recessive 3,16,7.7226224,2.907482
"familial erythrocytosis, 1",17,2.4478705,3.2619486
essential tremor,8,6.0063562,-0.06381645
popliteal pterygium syndrome,4,2.316872,5.992787
limb-girdle muscular dystrophy,8,4.997022,4.2283506
intellectual disability-developmental delay-contractures syndrome,3,6.9280796,5.381489
carbamoyl phosphate synthetase 1 deficiency,3,6.51044,4.6283703
hereditary diffuse leukoencephalopathy with spheroids,7,4.7564583,4.32697
"pituitary hormone deficiency, combined 3",8,6.152264,0.79755205
"pituitary hormone deficiency, combined 4",15,3.962004,5.026682
spastic paraplegia 2,1,5.1316795,-0.3183896
"premature ovarian failure, familial",3,5.425103,2.9814568
mikulicz disease,11,2.8954923,5.2892566
"epidermolysis bullosa simplex, dowling-meara type",1,3.3552768,-0.4343536
spinal muscular atrophy type 1 with congenital bone fractures,13,0.1908283,4.8547797
syngnathia multiple anomalies,1,4.0703773,1.3745855
squamous cell carcinoma of the head and neck,11,3.8556452,2.398299
white sponge nevus of cannon,17,-0.40691262,6.5283337
de sanctis-cacchione syndrome,12,2.087543,2.4187882
carpotarsal osteochondromatosis,11,4.110887,2.0936425
achromatopsia 3,12,3.6507804,3.3447013
danon disease,5,4.8180103,3.433383
lissencephaly 1,16,6.707867,3.678325
glaucoma sleep apnea,8,6.165183,0.77175295
corneal dystrophy crystalline of schnyder,8,6.44012,0.74469674
"dwarfism, low-birth-weight type with unresponsiveness to growth hormone",8,4.898147,0.02199261
spastic paraplegia 26,10,6.3708487,7.5192876
hyperinsulinemic hypoglycemia familial 2,5,4.364962,4.3738046
chester porphyria,5,4.762098,2.7895124
intellectual deficit - short stature - hypertelorism,11,4.1562433,2.1545806
amyotrophic lateral sclerosis-parkinsonism/dementia complex 1,0,3.457055,3.585494
osteogenesis imperfecta type v,8,5.591446,0.8103056
myopathy congenital,16,6.7366886,3.7036886
west syndrome,11,2.8230453,5.569509
cardiocranial syndrome,12,5.580777,1.1896926
krabbe disease atypical due to saposin a deficiency,10,1.7248774,5.9477787
hooft disease,8,6.820746,0.8555772
acth-independent macronodular adrenal hyperplasia,7,5.5151267,1.8826288
cutaneous mastocytoma,0,3.5928895,3.3379042
gamma heavy chain disease,16,6.655193,3.7911468
tukel syndrome,8,6.8216596,0.67952234
senior loken syndrome,3,3.5844839,2.9165115
polycystic ovarian syndrome,8,6.688661,0.73615247
metaphyseal dysplasia maxillary hypoplasia brachydactyly,15,5.1855083,4.78491
factor v deficiency,16,6.5225263,0.8922649
growth hormone insensitivity with immunodeficiency,3,7.1254992,5.1684456
desmosterolosis,16,6.7249203,3.6479075
binswanger's disease,15,5.5066404,3.9985175
gamma aminobutyric acid transaminase deficiency,10,1.751458,5.8694057
choroidal dystrophy central areolar,8,6.1022906,0.36892578
xeroderma pigmentosum type 7,0,3.3233314,3.726294
autosomal dominant intermediate charcot-marie-tooth disease type a,2,2.8100433,7.6082225
familial hemiplegic migraine type 3,10,0.7572755,5.2833276
giant axonal neuropathy,0,2.6466243,3.1494117
cobb syndrome,2,5.113464,6.453258
progressive familial intrahepatic cholestasis type 2,11,4.1668816,2.5129285
spinocerebellar ataxia 10,4,6.7041526,3.282271
spinal muscular atrophy ryukyuan type,0,3.473413,3.7212331
cleidorhizomelic syndrome,10,4.6499767,6.801912
isolated anterior cervical hypertrichosis,1,5.2060704,0.5661304
pheochromocytoma-islet cell tumor syndrome,5,-1.6761547,0.580456
heparin-induced thrombocytopenia,4,6.6914773,3.129911
fibrodysplasia ossificans progressiva,8,5.961928,0.5389398
hanhart syndrome,15,4.7521095,4.4485874
renal dysplasia-limb defects syndrome,14,9.023783,4.420004
cri du chat syndrome,16,7.716858,2.9411516
ichthyosis follicularis atrichia photophobia syndrome,7,3.24559,3.8114583
brachydactyly type a6,9,2.8861718,5.7400374
familial hyperthyroidism due to mutations in tsh receptor,15,4.5728526,5.415566
akesson syndrome,8,5.6268106,0.511058
spondyloepimetaphyseal dysplasia joint laxity,10,5.106234,7.1486335
8q12 microduplication syndrome,5,-1.7045199,0.54807055
precocious puberty,1,4.7229915,0.2741527
red cell phospholipid defect with hemolysis,0,3.3070228,4.861242
florid papillomatosis of the nipple,10,4.488607,7.2624903
aphalangia partial with syndactyly and duplication of metatarsal iv,5,5.284714,3.563497
inflammatory linear verrucous epidermal nevus,5,4.5118914,1.8569648
autoimmune hepatitis,16,6.3425455,4.239799
epidermolysis bullosa acquisita,0,2.592528,4.019741
"severe combined immunodeficiency, atypical",8,4.9047985,0.07370508
ichthyosis and male hypogonadism,8,6.4401946,1.1075336
dominant optic atrophy,16,6.745565,3.9141474
chromosome 17q deletion,15,4.6465087,5.4851737
hailey-hailey disease,5,4.676242,2.2090898
dermatoosteolysis kirghizian type,15,4.318467,5.7409916
isolated growth hormone deficiency type 3,0,3.164876,2.9296298
esthesioneuroblastoma,11,1.5073537,4.4781647
polyembryoma,4,6.7222037,3.156797
lattice corneal dystrophy type 3a,9,7.209111,7.8039765
neuhauser eichner opitz syndrome,8,6.6040545,2.003766
oto-palato-digital syndrome type 1,13,-0.12149302,4.3836927
liposarcoma,2,2.8201036,7.684288
monoclonal mast cell activation syndrome,1,3.4211335,0.37899965
torg winchester syndrome,0,4.4131155,2.223297
megalocytic interstitial nephritis,1,5.92308,-0.1587953
familial hemiplegic migraine type 1,15,3.4680402,3.5660012
corneal dystrophy and perceptive deafness,11,3.4819796,0.32473353
spastic paraplegia 4,5,4.727535,2.9999251
selective igm deficiency,13,-0.3092279,4.470968
congenital disorder of glycosylation type i/iix,9,6.4018846,8.043825
"emery-dreifuss muscular dystrophy, x-linked",8,6.228941,1.2526177
"refsum disease, infantile form",16,-0.2666241,6.5863557
autoimmune pancreatitis,10,5.073991,5.3514576
brachycephalofrontonasal dysplasia,1,3.5774596,1.3657448
camptocormism,1,4.401877,-0.045968432
bjornstad syndrome,8,5.559731,0.8446623
c syndrome,0,5.0459185,1.521539
keratoderma palmoplantar spastic paralysis,15,3.3342102,4.090896
weissenbacher-zweymuller syndrome,6,0.3580336,2.4332895
juvenile-onset dystonia,4,5.8484797,3.5299659
familial hemiplegic migraine,11,1.2793124,6.887817
congenital generalized lipodystrophy type 2,16,6.879737,6.5254955
huntington disease,10,7.7504377,2.9061706
"49,xxxxx syndrome",0,5.8837137,7.1276727
hypoplastic right heart syndrome,7,2.1059616,1.2332561
"keratosis, seborrheic",4,6.234704,3.7972689
trichothiodystrophy nonphotosensitive,3,7.121947,4.4229097
brittle cornea syndrome,15,4.840754,4.3779726
megalocornea-intellectual disability syndrome,14,5.2605205,6.3557167
ichthyosis alopecia eclabion ectropion mental retardation,16,7.721901,2.9182997
facial ectodermal dysplasia,3,6.623686,5.133109
"hereditary endotheliopathy, retinopathy, nephropathy, and stroke",11,1.1543916,3.0631945
myh7-related scapuloperoneal myopathy,1,4.9246593,2.0840933
jones syndrome,1,5.524301,0.54552686
abcd syndrome,8,6.201158,0.4796627
congenital adrenal hyperplasia,8,6.2912083,0.34137484
myelodysplastic/myeloproliferative disease,1,4.7621713,1.72304
pachygyria with mental retardation and seizures,10,4.474905,7.257733
congenital dyserythropoietic anemia type 3,17,0.51846623,6.393432
dextrocardia,6,0.07922615,4.676994
hemolytic anemia lethal congenital nonspherocytic with genital and other abnormalities,4,6.0088735,4.4528704
immune defect due to absence of thymus,8,6.0296855,0.75516707
polymyositis,9,2.9301577,5.7229624
"erythema nodosum, idiopathic",1,3.6056538,-0.15508716
bod syndrome,6,2.7852108,4.704061
spastic paraplegia 39,16,6.499663,4.1199203
midphalangeal hair,11,4.055084,2.2179003
osteomesopyknosis,1,3.944815,0.09006734
lymphomatoid papulosis,15,3.6921182,4.6320443
bowen syndrome,8,5.5139823,1.1974788
factor xi deficiency,10,7.924993,6.3741245
rh deficiency syndrome,12,2.4134386,1.9966245
cataract hutterite type,5,4.7564673,3.2970026
acromegaloid facial appearance syndrome,5,4.8114324,3.2934675
lymphocytic colitis,5,5.1480184,3.5206327
supraumbilical midabdominal raphe and facial cavernous hemangiomas,13,0.59232527,4.9551196
ghosal hematodiaphyseal dysplasia syndrome,10,3.253737,4.078981
rhizomelic chondrodysplasia punctata type 3,11,3.1239407,3.1287649
congenital ectodermal dysplasia with hearing loss,1,4.8189654,-0.022817275
amelogenesis imperfecta,9,4.287411,5.831411
tempi syndrome,1,6.522907,0.45600605
oculo skeletal renal syndrome,4,6.2652574,3.6212597
persistence of mullerian derivatives with lymphangiectasia and postaxial polydactyly,0,2.6629663,3.4934063
infundibulopelvic dysgenesis,14,9.035942,4.4329376
jejunal atresia,8,5.582877,0.9810316
livedoid vasculopathy,15,3.3507752,3.90856
caudal appendage deafness,4,5.5121856,3.6175563
mthfr gene mutation,11,4.5036416,7.254051
pelizaeus-merzbacher-like disease,5,4.0582733,1.8424271
myelofibrosis,0,3.2663476,3.7821143
duodenal atresia,5,4.0844283,3.2167745
autosomal dominant intermediate charcot-marie-tooth disease type c,3,7.2140107,6.946703
achondrogenesis,0,0.55763584,5.2737465
epiphyseal dysplasia multiple with early-onset diabetes mellitus,11,4.183465,1.890059
inclusion body myositis,11,1.0754442,5.325775
renal nutcracker syndrome,10,6.602965,7.6168084
charcot-marie-tooth disease type 4b2,2,3.2755127,7.2928905
autosomal dominant intermediate charcot-marie-tooth disease type b,4,6.7224736,6.535011
wyburn mason's syndrome,3,7.021084,4.3741198
marie unna congenital hypotrichosis,0,2.7980092,3.4857664
harlequin ichthyosis,15,5.0093145,4.700766
autosomal dominant deafness-onychodystrophy syndrome,0,3.0248532,3.5248075
naegeli syndrome,15,4.008553,5.1635756
hemoglobin e disease,16,8.083945,5.9487767
cortisone reductase deficiency,15,5.029155,3.8616278
"cataract, posterior polar, 1",16,6.665916,3.926106
chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids,3,7.1898775,5.3330917
